taxonomy	31	46	91	106	47	92	107	33	48	93	34	49	94	109	35	50	95	36	96	111	37	97	112	98	113	39	99	114	40	55	100	115	41	56	101	116	42	57	87	102	58	88	103	118	59	89	104	119	60	90	120
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0	0.0717802948734513	0	0.2050020500205	0.0488228273841814	0	0.0187907593677462	0.406466934599927	0.183316733786573	0.119910238621375	0	0	0	0.0763801468196156	0.0998364747396506	0	0.0575575575575576	0	0.0105719420657575	0.01780664082958	0	0	0.108495683758668	0	0.100270907363755	0.0108751801201707	0	0.225295214418894	0	0.0408329930583912	0	0.127362123096973	0.737480438184664	0	0.0226955873293778	0	0	0.111992988265083	0.0412065271138948	0	0.0608249382246721	0.0313309038141253	0.0442468553127831	0	0.032441200324412	0	0	0	0	0	0.051150895140665
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	0	0.0401969651291328	0.0158017110995734	0.454158387737724	0.0271237929912119	0.00859047488145145	0.0420028738808445	0.0274022652539277	0.0606244316459533	0.0685201363550713	0.197136541946275	0.0260047281323877	0.0232423009877978	0.0608212280230272	0.199672949479301	0.0143274686228437	0.0800800800800801	0	0.142721217887726	0.0146642924478894	1.02919346857991	0.0483843823628408	0.0125792097111499	0	0.105548323540794	0.0299067453304695	0	0.0932256059664388	0.0292911540714704	0	0	0.0148095491973224	0	0	0	0.0273672687465791	0	0	0	0	0.0836342900589242	0.00659597975034217	0.0126419586607952	0.0594883997620464	0.0684869784626476	0.0420662964832576	0	0.0442306629070603	0.0346507850568489	0.140987332182989	0.272804774083546
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	0.0969990906335253	0.0947499892329558	0.0406329713989029	1.02816412779512	0.238689378322665	0.0721599890041922	0.0475295678125345	1.50712458896602	1.68882345299441	0.169587337478802	0.975726318723989	0.182033096926714	0.0261475886112725	0.144273610659274	0.755658834667355	0.853917129921485	0.365365365365365	0	0.422877682630299	0.0460877762647952	1.37555665512123	0.0589027263547627	0.12815069893234	0	1.79783977764487	0.214784807373372	0.0271282079105854	0.489434431323804	0	0.0408329930583912	0.0778020909311938	0.23102896747823	0.0410798122065728	0.0477225727769235	0.0972668028401907	1.65914066776136	0.0173786104063119	0.0389540828748113	0.0584383475433418	0.0485466351113538	0.250902870176772	0.130270600069258	0.126419586607952	0.50366845131866	0.605569072722357	0.016826518593303	0	0.0552883286338254	0.112615051434759	0.152560919153234	0.664961636828645
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Raoultibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00565778865330486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197921820880752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210428854004461	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0781097441905878	0	0	0	0	0	0	0	0.23287337944458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157240121389374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143822810297713	0	0	0	0	0	0	0	0	0	0	0.0423094447699017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197921820880752	0.00420733759676876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433134813210612	0	0
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192019787801862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
